Product_name,product_id,User,Review_title,Review_description,Rating,Dates,combined_review,sentiment_scores,sentiment
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Pamela,"""me time"" tea","I enjoy a cup of this tea shortly before bedtime. It helps me unwind and relax before retiring for the night , and seems to aid in a more restful sleep .  Works well ror me??",5/5,3/23/2025,"""me time"" tea I enjoy a cup of this tea shortly before bedtime. It helps me unwind and relax before retiring for the night , and seems to aid in a more restful sleep .  Works well ror me??","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9178}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,MG,It truly works!,"This helps me with my anxiety attacks. I hate meds and well, this is my last alternative. The first time It gave me a weird feeling, like taking sleeping pills ?? I guess after time, my body got used to it and now I take it three or four times a day , doesn't truly taste bad. I do recommend. I suffer of depression and anxiety for months now, but this has been helpful. Give it a try!",5/5,3/24/2025,"It truly works! This helps me with my anxiety attacks. I hate meds and well, this is my last alternative. The first time It gave me a weird feeling, like taking sleeping pills ?? I guess after time, my body got used to it and now I take it three or four times a day , doesn't truly taste bad. I do recommend. I suffer of depression and anxiety for months now, but this has been helpful. Give it a try!","{'neg': 0.148, 'neu': 0.64, 'pos': 0.212, 'compound': 0.6827}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Chiefman,Love it,The Santo Remedio tea is awesome. Take it if you feel anxious or about to go into anxiety mode. My wife drank it and it calms her down. She is currently on anxiety meds and and decided to try the passion flower and so far we have positive news. She's off her meds and feels good. No regrets.,5/5,3/25/2025,Love it The Santo Remedio tea is awesome. Take it if you feel anxious or about to go into anxiety mode. My wife drank it and it calms her down. She is currently on anxiety meds and and decided to try the passion flower and so far we have positive news. She's off her meds and feels good. No regrets.,"{'neg': 0.128, 'neu': 0.619, 'pos': 0.254, 'compound': 0.9186}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,jude,Makes a Totally Delightful Chai Tea!,"I love this tea! It has a very mild, smooth flavor, which mixes well with other herbal teas. I usually brew it with spices to make a chai tea; cardamon, star anise, cinnamon, fennel, and fresh ginger.  Try this, it's 100% delicious! For a real treat, add a bit of plant based almond creamer, so wonderful, you'll love it!",5/5,3/26/2025,"Makes a Totally Delightful Chai Tea! I love this tea! It has a very mild, smooth flavor, which mixes well with other herbal teas. I usually brew it with spices to make a chai tea; cardamon, star anise, cinnamon, fennel, and fresh ginger.  Try this, it's 100% delicious! For a real treat, add a bit of plant based almond creamer, so wonderful, you'll love it!","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9842}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Darlingcarling1,"Quite tasty, and soothing","This passionflower tea is great to have before settling down for the night. It's warm, very soothing and calming. The flavor isn't overpowering, it's just perfect. I add a little bit of honey for added sweetness. I really like that each year bag is wrapped individually in paper packaging. Helps seal in the freshness. 
It is also very good when chilled and served over ice, I like to add in some frozen strawberries instead of ice, and coconut milk, and It's a cooled drink similar to the Starbucks refreshers.",5/5,3/27/2025,"Quite tasty, and soothing This passionflower tea is great to have before settling down for the night. It's warm, very soothing and calming. The flavor isn't overpowering, it's just perfect. I add a little bit of honey for added sweetness. I really like that each year bag is wrapped individually in paper packaging. Helps seal in the freshness. 
It is also very good when chilled and served over ice, I like to add in some frozen strawberries instead of ice, and coconut milk, and It's a cooled drink similar to the Starbucks refreshers.","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9844}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,luz,Peace Flower,Love this  product    It does the job  keeps me relax when needed,5/5,3/28/2025,Peace Flower Love this  product    It does the job  keeps me relax when needed,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.891}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,MariaRebeca,the brst for a good sleep,"take to two hours before to go to bed, you will wake up a new person",5/5,3/29/2025,"the brst for a good sleep take to two hours before to go to bed, you will wake up a new person","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Nani29,Delicious!,"Passionflower tea is ideal for relaxation before heading to bed, however I have no issues with that, so I don't know if this particular brand works well in that regard. I still drink it before bed anyways with the thought it's helping me sleep better. It has a very light taste which makes it super delicious in my opinion!",5/5,3/30/2025,"Delicious! Passionflower tea is ideal for relaxation before heading to bed, however I have no issues with that, so I don't know if this particular brand works well in that regard. I still drink it before bed anyways with the thought it's helping me sleep better. It has a very light taste which makes it super delicious in my opinion!","{'neg': 0.029, 'neu': 0.61, 'pos': 0.361, 'compound': 0.975}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,StephA,Not sweet nor bitter,"I received a free pack of Santo Remedio Passionflower Tea in exchange for my honest . I don't like my tea cold, so I always warm it up. This particular flavour isn't sweet and it isn't bitter either; nor is it both. The company describes it as an earthy taste but I'm not sure. It doesn't taste bad though. It takes between 3-5 minutes for the bag to diffuse which isn't bad. I drink it every night to help with sleep. I just started it, so can't really comment on it's benefits regarding that yet.",5/5,3/31/2025,"Not sweet nor bitter I received a free pack of Santo Remedio Passionflower Tea in exchange for my honest . I don't like my tea cold, so I always warm it up. This particular flavour isn't sweet and it isn't bitter either; nor is it both. The company describes it as an earthy taste but I'm not sure. It doesn't taste bad though. It takes between 3-5 minutes for the bag to diffuse which isn't bad. I drink it every night to help with sleep. I just started it, so can't really comment on it's benefits regarding that yet.","{'neg': 0.112, 'neu': 0.711, 'pos': 0.177, 'compound': 0.8772}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Reha,tea,not much to say except i prepared according to instructions drank but no changes noted to sleep or relaxation,2/5,4/1/2025,tea not much to say except i prepared according to instructions drank but no changes noted to sleep or relaxation,"{'neg': 0.113, 'neu': 0.644, 'pos': 0.243, 'compound': 0.5023}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Elizabeth,excellent,"I like that I received it immediately, and on a very good spot at my home.",5/5,4/2/2025,"excellent I like that I received it immediately, and on a very good spot at my home.","{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.8553}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Universecalls,Mild Soothing Taste,This tea has a mild herbal taste with a touch of a licorice flavor. It had a soothing and relaxing effect and I enjoyed it. I added a teaspoon of raw honey and it was perfect.,5/5,4/3/2025,Mild Soothing Taste This tea has a mild herbal taste with a touch of a licorice flavor. It had a soothing and relaxing effect and I enjoyed it. I added a teaspoon of raw honey and it was perfect.,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9325}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Mkh76,Great taste!,"Some times during week I have trouble falling asleep. I sometimes stay up till 3 AM, taking this tea has helped tremendously. It helps relax me at night right before bedtime. The tea also taste great!",5/5,4/4/2025,"Great taste! Some times during week I have trouble falling asleep. I sometimes stay up till 3 AM, taking this tea has helped tremendously. It helps relax me at night right before bedtime. The tea also taste great!","{'neg': 0.089, 'neu': 0.603, 'pos': 0.308, 'compound': 0.9105}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Tina,Natural remedy!,"Very effective for insomnia and anxiety, but you must steep it for at least 6-8min all the way up to 15min if you want stronger effects. For flavor, I add an empty tea bag filled with the dried, grounded pulp of whatever juice I made for the week (usually pineapple-based w/ ginger and turmeric).",5/5,4/5/2025,"Natural remedy! Very effective for insomnia and anxiety, but you must steep it for at least 6-8min all the way up to 15min if you want stronger effects. For flavor, I add an empty tea bag filled with the dried, grounded pulp of whatever juice I made for the week (usually pineapple-based w/ ginger and turmeric).","{'neg': 0.059, 'neu': 0.792, 'pos': 0.15, 'compound': 0.6745}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Novelera,Santo remedio Te de Pasiflora,Excellent natural  product .,5/5,4/6/2025,Santo remedio Te de Pasiflora Excellent natural  product .,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Maribel,,I will come back once I try to.thanks,5/5,4/7/2025, I will come back once I try to.thanks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Valerie,,better than the pills for sleep,5/5,4/8/2025, better than the pills for sleep,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,Bob,Good product for people needing help resting,My wife enjoys a cup before bed and it does help her sleep better.,5/5,4/9/2025,Good product for people needing help resting My wife enjoys a cup before bed and it does help her sleep better.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.926}",positive
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,JMccrear,"Extremely weak, no flavor",I was very disappointed in this tea because even after seeping for 10 minutes it is extremely weak with zero flavor. I was hoping it would help me get a better night of sleep but it was not effective for inducing relaxation.  Waste of money.,1/5,4/10/2025,"Extremely weak, no flavor I was very disappointed in this tea because even after seeping for 10 minutes it is extremely weak with zero flavor. I was hoping it would help me get a better night of sleep but it was not effective for inducing relaxation.  Waste of money.","{'neg': 0.247, 'neu': 0.586, 'pos': 0.168, 'compound': -0.594}",negative
"Santo Remedio Caffeine-Free Passionflower Herbal Tea Bag, 24 Count, 0.85 oz., Blue Box",354780174,HannahH,New Nighttime Routine!,"This tea has a delicious flavor and has been an integral part of my nighttime routine!  I am partnering it with the Santo Remedio Melatonin as well to help me calm down every evening before going to bed.  I was having troubles falling asleep and staying asleep, and my mom recommended that I try these to help.  The tea has helped me relax and calm my mind when it would usually be racing with to-do's and thoughts.  So glad to have this new routine!  I have been getting the best sleep I've had in a long time!",5/5,4/11/2025,"New Nighttime Routine! This tea has a delicious flavor and has been an integral part of my nighttime routine!  I am partnering it with the Santo Remedio Melatonin as well to help me calm down every evening before going to bed.  I was having troubles falling asleep and staying asleep, and my mom recommended that I try these to help.  The tea has helped me relax and calm my mind when it would usually be racing with to-do's and thoughts.  So glad to have this new routine!  I have been getting the best sleep I've had in a long time!","{'neg': 0.04, 'neu': 0.708, 'pos': 0.252, 'compound': 0.9737}",positive
